timestamp,level,cmdb_id,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46
1651910133,service,frontend,Kubernetes Container Network Packet Loss,productcatalogservice2-0:0.6043693259936923,frontend-1:0.5950879601448702,frontend-0:0.5913623599727545,frontend-2:0.5769009820504032,frontend2-0:0.5563511258810361,paymentservice-2:0.5538886243871936,paymentservice2-0:0.5522819040547811,emailservice-1:0.5145035573550708,productcatalogservice-2:0.5097630085176724,checkoutservice-1:0.5064808290502069,checkoutservice-2:0.5047689715339762,paymentservice-1:0.5036629212627484,checkoutservice-0:0.49922023239741553,emailservice-2:0.49637547798078585,shippingservice-0:0.4960355479100294,shippingservice2-0:0.49284014277408317,productcatalogservice-0:0.4901910614101385,paymentservice-0:0.4797633667793307,recommendationservice-0:0.4734863365000293,emailservice2-0:0.4695980951937304,adservice2-0:0.45239035052358206,emailservice-0:0.4506135824833319,productcatalogservice-1:0.4489278098845501,shippingservice-2:0.4392416881145127,adservice-2:0.4391318376489264,cartservice-0:0.4300674878043668,shippingservice-1:0.4288185457445231,adservice-0:0.4278397791373154,currencyservice-1:0.4226386499674848,checkoutservice2-0:0.42065039667627285,adservice-1:0.41980260956929666,currencyservice-2:0.41851328227797335,currencyservice-0:0.41472756904830294,currencyservice2-0:0.40691042801402344,cartservice-2:0.40584797639398357,recommendationservice-2:0.39552564748001323,recommendationservice2-0:0.37915300369815846,recommendationservice-1:0.3697489717636097,cartservice-1:0.30263066722279214,cartservice2-0:0.27204649959942234,node-5:0.01357164259985852,node-2:0.010555943400231181,node-3:0.0014392066301430033,node-6:0.001079661231378061,node-1:0.00023771439595088922,node-4:6.515690086620539e-05
1651913210,node,node-6,Node Disk Read I/O Consumption,node-6:0.5529908063082059,node-2:0.2409703933898314,node-3:0.2364520267361924,node-4:0.21352737356451137,node-1:0.1937914765919272,adservice-0:0.173473072817759,productcatalogservice2-0:0.15062608184657308,currencyservice-1:0.14879021193416678,productcatalogservice-1:0.14245670837776986,frontend-1:0.13630383806109625,recommendationservice-2:0.13039919195097086,productcatalogservice-2:0.12521506548679198,frontend-2:0.12018450429473136,productcatalogservice-0:0.11640132695811244,shippingservice-2:0.11637863756525939,frontend-0:0.11215010061513035,paymentservice-2:0.10682903118595143,emailservice2-0:0.10593064523551254,frontend2-0:0.10034528528306241,adservice-2:0.09724330444076613,cartservice-2:0.09567718842454785,recommendationservice2-0:0.09532464488293312,paymentservice2-0:0.09155064791517308,currencyservice-2:0.09001952180568318,cartservice2-0:0.08841453678844778,currencyservice-0:0.086881407195345,adservice-1:0.08629053167035909,checkoutservice2-0:0.08415497387671748,adservice2-0:0.08180712742900009,cartservice-1:0.0807096342284408,recommendationservice-1:0.0762326158892498,shippingservice-1:0.07224234915193885,checkoutservice-1:0.07070720105282498,currencyservice2-0:0.06962348996130802,node-5:0.06800056383088042,emailservice-0:0.0672387800082727,emailservice-1:0.06535383787089022,cartservice-0:0.062221165286372594,shippingservice2-0:0.060118128244512604,recommendationservice-0:0.05898296069766368,paymentservice-0:0.05825074605145539,emailservice-2:0.05802460218134143,paymentservice-1:0.05446651289215199,checkoutservice-0:0.0539380461261387,shippingservice-0:0.05361898406074029,checkoutservice-2:0.03743976298197714
1651915992,service,adservice,Kubernetes Container Memory Load,adservice2-0:0.46437870537380316,adservice-1:0.4353869666568042,adservice-2:0.41152481253365586,cartservice-2:0.3656737923751678,checkoutservice-2:0.3558639080170926,checkoutservice-0:0.3534277132641224,adservice-0:0.3408658711342028,recommendationservice-2:0.31122376188823186,checkoutservice-1:0.3042219207897761,currencyservice2-0:0.301327692281148,shippingservice-2:0.2912804861174521,productcatalogservice2-0:0.2861122984939693,paymentservice-2:0.2829636293571351,cartservice-0:0.2818271924428637,checkoutservice2-0:0.28081336656012706,shippingservice2-0:0.2561674267207028,productcatalogservice-1:0.255362543123528,shippingservice-0:0.2544991349006753,frontend-0:0.2533862431905794,emailservice2-0:0.24489408753528333,frontend-1:0.22887362451483964,frontend-2:0.2160076100896778,currencyservice-1:0.2113985697916939,emailservice-2:0.20942990921514681,recommendationservice-1:0.20551041236372683,emailservice-1:0.20544980571048463,shippingservice-1:0.18704013204244563,recommendationservice-0:0.18685860726509904,cartservice-1:0.18118806371294707,frontend2-0:0.1776473793370755,paymentservice-1:0.1728778102073244,currencyservice-0:0.17177006423727414,productcatalogservice-2:0.1711960534691912,emailservice-0:0.15778660841713013,currencyservice-2:0.15414524906085805,node-1:0.1451741320562853,paymentservice-0:0.14215303799261317,paymentservice2-0:0.1387297572168433,productcatalogservice-0:0.13467486542773563,cartservice2-0:0.11926036243938946,recommendationservice2-0:0.11010987150383729,node-6:0.09524441698215923,node-3:0.0796886142947432,node-2:0.06023841314030661,node-4:0.05756621035773718,node-5:0.05344611380400469
1651918114,node,node-1,Node Disk Write I/O Consumption,node-1:0.5614745114178005,cartservice-0:0.4881857013495145,cartservice-2:0.4631480206378022,cartservice-1:0.4143529266706742,node-3:0.360435678125298,adservice-2:0.3343625827813033,frontend-0:0.3256058056166528,cartservice2-0:0.31198048023620517,shippingservice-0:0.30182951107688377,frontend-2:0.29769652749149905,frontend-1:0.29563058198151965,frontend2-0:0.2891812352825955,recommendationservice2-0:0.28195582748684056,paymentservice-2:0.28058028843954835,productcatalogservice-2:0.27552416368380345,adservice-1:0.2728773683367193,node-6:0.2704092383120394,recommendationservice-0:0.2696611282437879,currencyservice-0:0.26467832347956227,emailservice-0:0.26191961381047235,shippingservice-1:0.2604175865960593,emailservice-1:0.25401469880787125,adservice2-0:0.24894250525542203,checkoutservice-0:0.24691660870957935,paymentservice-0:0.24637023231990376,productcatalogservice2-0:0.2402081364645239,currencyservice-2:0.2374486935024458,emailservice-2:0.2347551872215118,productcatalogservice-1:0.2327666753548965,shippingservice-2:0.23148705761828345,checkoutservice2-0:0.22985785497857,currencyservice-1:0.2262060598279484,currencyservice2-0:0.22577817963270866,shippingservice2-0:0.22564872938393732,paymentservice-1:0.21851571436683417,checkoutservice-2:0.2169216762367765,checkoutservice-1:0.2092778029248301,recommendationservice-1:0.20530739269821904,recommendationservice-2:0.2022724169223837,adservice-0:0.15804992831297046,productcatalogservice-0:0.15298176775109554,paymentservice2-0:0.15297492485121023,node-4:0.14874752436642105,node-5:0.13118621044731257,emailservice2-0:0.12761872613384115,node-2:0.10865157645456604
1651919818,service,frontend,Kubernetes Container Network Latency,emailservice-1:0.4589420579507038,cartservice2-0:0.40877597914444924,frontend-1:0.37731009369064,frontend-0:0.3479261168852262,frontend2-0:0.3323930966217398,frontend-2:0.3222168765189442,adservice2-0:0.31541912802393873,emailservice-2:0.2971172793183021,productcatalogservice-2:0.28889090906516945,paymentservice-2:0.28556422600944664,checkoutservice-0:0.28308500304987305,paymentservice2-0:0.2778691460420632,productcatalogservice2-0:0.2772229993329666,adservice-2:0.24576391975248843,productcatalogservice-0:0.24342891254707666,productcatalogservice-1:0.23209810442650247,shippingservice-0:0.22618148551283954,currencyservice-0:0.2167008800121173,adservice-1:0.21447043779366348,currencyservice-1:0.2022793129622945,adservice-0:0.2016992025294911,shippingservice-1:0.19347059318808593,paymentservice-1:0.18572268615048962,currencyservice-2:0.18072339771623366,shippingservice2-0:0.17975000554918166,shippingservice-2:0.17601907155186033,recommendationservice-0:0.17592923976440678,paymentservice-0:0.17371125236025953,checkoutservice2-0:0.17042664012620914,recommendationservice2-0:0.16661421476728397,recommendationservice-1:0.16654489399363087,recommendationservice-2:0.16630095592900648,emailservice-0:0.16053352131424933,currencyservice2-0:0.1549908127350845,checkoutservice-1:0.15154298112969944,emailservice2-0:0.14853569611822262,checkoutservice-2:0.1473544134883532,cartservice-1:0.13947259121354547,cartservice-2:0.13235400501565467,cartservice-0:0.12212729729232392,node-3:0.028459313578257525,node-4:0.023750126881654014,node-5:0.023088609131503655,node-2:0.02098428578952344,node-1:0.008583702134655223,node-6:0.00815111482011019
1651920562,pod,adservice-0,Kubernetes Container Write I/O Load,emailservice-2:0.48695439124133694,checkoutservice2-0:0.48135795796951264,adservice-1:0.4793870777055101,adservice2-0:0.4630578412016855,checkoutservice-1:0.4505028121794943,emailservice-0:0.4423556737021313,checkoutservice-0:0.4331745669426406,adservice-0:0.4320428935174729,checkoutservice-2:0.43111423653907105,shippingservice-0:0.4282059678812529,frontend2-0:0.39234823001236235,emailservice-1:0.387074101180221,paymentservice-0:0.38548648901753163,recommendationservice-0:0.3844422005360171,paymentservice-2:0.3803467866573214,recommendationservice-2:0.36929282864587765,paymentservice2-0:0.3689912795744314,frontend-0:0.36835917387134226,shippingservice-1:0.3666879359072907,currencyservice2-0:0.36115062430135575,recommendationservice2-0:0.35496630143906677,productcatalogservice-2:0.3475388900295476,cartservice2-0:0.329304878017605,cartservice-0:0.32694129424691,currencyservice-2:0.32486221683756317,paymentservice-1:0.32186518921220986,cartservice-2:0.3078311707119073,recommendationservice-1:0.3073222239418254,productcatalogservice-0:0.3023906558610489,shippingservice2-0:0.2999759287400314,frontend-1:0.299537446741323,productcatalogservice2-0:0.29753882721469477,cartservice-1:0.29554204627758346,currencyservice-1:0.29273714143421364,productcatalogservice-1:0.28365557587236867,currencyservice-0:0.27671678345882644,frontend-2:0.2539800365491561,shippingservice-2:0.25391922897718344,adservice-2:0.23919410013662867,emailservice2-0:0.22620198278470668,node-5:0.051778804543407254,node-3:0.036992116729348865,node-6:0.023347213728229402,node-4:0.018290498517903493,node-1:0.009888342027883433,node-2:0.005332000629239904
1651922476,node,node-2,Node Disk Space Consumption,node-2:0.5562684505039666,node-3:0.3615487408973232,node-5:0.3317547392984671,node-4:0.23009526649833853,checkoutservice2-0:0.21878150554341572,node-1:0.2172411970087025,productcatalogservice-2:0.2089443589741863,recommendationservice-1:0.20592774664907934,recommendationservice-2:0.19755612648372733,productcatalogservice2-0:0.19522238163615788,productcatalogservice-1:0.18670669548213026,node-6:0.18622703336789936,emailservice2-0:0.18477723776888708,emailservice-1:0.18037334170733965,productcatalogservice-0:0.1791387913466175,shippingservice2-0:0.16685059715421183,currencyservice-1:0.16645817009992625,frontend-1:0.16538423274387676,checkoutservice-0:0.16224970326384655,currencyservice2-0:0.1611001729665187,emailservice-0:0.1599001529658363,recommendationservice-0:0.15560907253772555,shippingservice-0:0.15535341324091487,checkoutservice-1:0.15370919474270922,shippingservice-2:0.153371050984775,shippingservice-1:0.15270810068070184,frontend-0:0.15236357210445647,checkoutservice-2:0.15216988536037795,paymentservice2-0:0.15192684061793846,cartservice-2:0.14430951251435256,recommendationservice2-0:0.14322639958732916,currencyservice-0:0.14259730220227027,emailservice-2:0.137158823310958,currencyservice-2:0.13661477511679598,paymentservice-1:0.13453465967535316,adservice-2:0.13267321697169854,frontend2-0:0.12866030356908842,cartservice2-0:0.12746494099622613,cartservice-0:0.1225017094695972,adservice-1:0.12059925382530325,paymentservice-0:0.12035410345904263,adservice2-0:0.116607309185726,cartservice-1:0.11595221680108099,paymentservice-2:0.10804730609840331,frontend-2:0.10192069119169489,adservice-0:0.0991570439980541
1651926867,node,node-4,Node Memory Consumption,node-4:0.611142035283389,node-2:0.39461201437453236,node-3:0.336818598936996,node-6:0.30742983697360143,productcatalogservice-1:0.1657979136979612,productcatalogservice-0:0.15095387623651804,currencyservice-0:0.1507895664441741,checkoutservice-2:0.14854661592473958,emailservice-2:0.14708408397203054,recommendationservice-0:0.14706836867382586,currencyservice-2:0.14237496204890934,adservice-1:0.1406216321047361,productcatalogservice-2:0.14006211516872416,currencyservice-1:0.13405746537279914,cartservice2-0:0.13016337216618515,recommendationservice2-0:0.12689482017948842,frontend-2:0.12666637500414435,frontend-0:0.12612502045007368,paymentservice-0:0.12582541611320042,checkoutservice-0:0.12488331016662331,checkoutservice-1:0.1246992329907881,shippingservice-1:0.123865180016984,checkoutservice2-0:0.12376773933166889,cartservice-0:0.12236841800615011,shippingservice2-0:0.11979982919329567,cartservice-1:0.1190710003034126,paymentservice-1:0.11809395299860877,frontend-1:0.11704639895550745,recommendationservice-1:0.11468840550635408,emailservice-0:0.11460536947057892,emailservice-1:0.1143359602694003,shippingservice-2:0.11237248540103177,currencyservice2-0:0.10898631505315819,frontend2-0:0.10840390542968793,recommendationservice-2:0.10815247285988201,productcatalogservice2-0:0.10545593637730649,shippingservice-0:0.10318595134323272,adservice2-0:0.10311344240932101,node-1:0.09889274243026397,adservice-0:0.08944271775688602,emailservice2-0:0.08558752938979658,paymentservice-2:0.08545567909681133,paymentservice2-0:0.0844929068064897,cartservice-2:0.08173705745605489,adservice-2:0.0681104239133422,node-5:0.0509780025913432
1651928188,node,node-5,Node Disk Read I/O Consumption,frontend-1:0.40509493241248634,node-5:0.39727520466428135,productcatalogservice-1:0.3920855860169698,productcatalogservice2-0:0.38821086305775204,frontend-2:0.3552178869895384,frontend2-0:0.3544971478427075,frontend-0:0.3533778003487225,adservice-1:0.33980927993854904,productcatalogservice-2:0.31933708926871424,checkoutservice-0:0.31891576821673256,currencyservice-2:0.3094070053843228,recommendationservice2-0:0.3070512631284383,adservice2-0:0.3052521689278707,currencyservice-0:0.3031999795187291,currencyservice2-0:0.298889537860525,shippingservice-0:0.2979758628889035,checkoutservice-1:0.2954743292900078,checkoutservice2-0:0.2952411145704478,shippingservice-1:0.2915864513247368,recommendationservice-2:0.29045574881237834,paymentservice-2:0.2851605326461972,productcatalogservice-0:0.2828185718090298,adservice-0:0.2799801022492406,recommendationservice-0:0.27953712776741585,paymentservice-0:0.27892752594218717,paymentservice-1:0.2766897848041268,cartservice-1:0.2742083494507696,adservice-2:0.27257414470206703,shippingservice-2:0.2707413563352595,shippingservice2-0:0.2618414423842577,cartservice2-0:0.25586972825135085,emailservice-2:0.2532248392762726,recommendationservice-1:0.24715150824362517,checkoutservice-2:0.24531790162136316,cartservice-2:0.2360434386860959,currencyservice-1:0.2327946433183945,cartservice-0:0.23231813090216522,emailservice-1:0.22428544101474132,paymentservice2-0:0.21671191681489307,emailservice-0:0.21147607436781504,emailservice2-0:0.20627141433590276,node-3:0.20460651418459327,node-4:0.19989088038981387,node-6:0.1654568095745945,node-2:0.136917379915884,node-1:0.11592735931818422
1651929878,node,node-1,Node CPU Failure,productcatalogservice2-0:0.4123620571853603,recommendationservice-1:0.40782091683912314,node-1:0.3400257012489834,productcatalogservice-0:0.3330399046984576,productcatalogservice-1:0.26238380993871563,shippingservice2-0:0.2615152662100238,frontend2-0:0.2569341911114587,productcatalogservice-2:0.25686606593418965,cartservice-2:0.2553234726948136,checkoutservice2-0:0.25324082850023893,paymentservice2-0:0.25294339057155957,recommendationservice-2:0.24790012493807032,checkoutservice-2:0.24630101821687067,recommendationservice2-0:0.2306968482598435,emailservice2-0:0.22640987574420876,currencyservice2-0:0.21898056241993338,frontend-2:0.21752226916107875,checkoutservice-0:0.21462634446740728,shippingservice-2:0.20872059331813073,recommendationservice-0:0.2083093126177483,checkoutservice-1:0.20722010571559935,paymentservice-1:0.19794150605855285,frontend-0:0.19139126951832622,cartservice-1:0.18924510786264878,emailservice-1:0.18482066781288217,shippingservice-0:0.1842469315534466,adservice-2:0.17628284922091533,paymentservice-0:0.17515805421459138,node-2:0.1720683023688808,currencyservice-1:0.1699662232694351,node-3:0.16981127832878126,paymentservice-2:0.15900033009853368,adservice-0:0.15793710409789743,frontend-1:0.15392888515976674,shippingservice-1:0.1461166874409364,node-6:0.14487493153573874,emailservice-0:0.14251424282404201,node-4:0.13613597687481574,cartservice-0:0.1349349388833344,emailservice-2:0.13197463723372796,cartservice2-0:0.13193175315493996,adservice-1:0.11314384598892825,node-5:0.11249671845964342,currencyservice-2:0.11100684721619251,adservice2-0:0.1107068412427142,currencyservice-0:0.09102492072110852
1651934221,pod,adservice2-0,Kubernetes Container Read I/O Load,paymentservice2-0:0.4420771699657129,adservice2-0:0.38868122623950524,cartservice2-0:0.3820620687744493,shippingservice2-0:0.3766839540967868,productcatalogservice2-0:0.37102299912652015,frontend-2:0.366857558728447,frontend-0:0.3608559520787373,frontend-1:0.35507648573182987,emailservice2-0:0.3266391082175774,checkoutservice-1:0.32310195481929577,checkoutservice2-0:0.3208390567408633,adservice-2:0.2982099222375279,shippingservice-1:0.29285084161438574,checkoutservice-2:0.2913131127450928,emailservice-1:0.2862576371352528,currencyservice2-0:0.2786285999665557,emailservice-2:0.276222286988483,productcatalogservice-2:0.27424206452805255,checkoutservice-0:0.27123216958806345,productcatalogservice-0:0.26847699157384014,frontend2-0:0.26570251758011776,cartservice-0:0.2621513303706435,recommendationservice2-0:0.2556612647025676,paymentservice-0:0.25184990715694455,productcatalogservice-1:0.23776914507343772,paymentservice-2:0.23757947390980436,currencyservice-1:0.23757429409108277,cartservice-1:0.23353491799591583,adservice-0:0.22948241465719746,adservice-1:0.2208366463294934,cartservice-2:0.21988975127261878,shippingservice-0:0.2155849840889188,recommendationservice-2:0.20058703091707994,emailservice-0:0.19622130209446964,paymentservice-1:0.19401082110878964,shippingservice-2:0.16790763802873257,node-5:0.1590491569125713,node-6:0.14892549581435024,currencyservice-2:0.1380043548145409,node-4:0.1355909175538126,currencyservice-0:0.12226876306303032,node-3:0.11726541590299085,recommendationservice-1:0.11077361021091653,node-1:0.10348185978184744,node-2:0.09073987652021669,recommendationservice-0:0.08889888496468473
1651935446,service,adservice,Kubernetes Container Network Latency,frontend-2:0.5355784379823992,frontend-1:0.5298893426255645,frontend-0:0.5188924441389947,frontend2-0:0.4321669526709404,productcatalogservice-2:0.33354648106805856,productcatalogservice-0:0.30605106352264627,cartservice-1:0.29478836749504583,emailservice2-0:0.26776013345471994,recommendationservice-1:0.24147386919861677,adservice-1:0.23225271445469278,paymentservice2-0:0.22995844226770853,productcatalogservice2-0:0.22476313442908133,adservice-2:0.2237244400918695,checkoutservice2-0:0.21484318856622117,recommendationservice2-0:0.21177020103725921,shippingservice-2:0.20889918635092172,shippingservice2-0:0.2086278218933447,adservice-0:0.18814215013055835,cartservice-0:0.18308556420835284,shippingservice-0:0.18006783407945537,productcatalogservice-1:0.17052031912431928,checkoutservice-1:0.16150302014633583,recommendationservice-2:0.1605908388944282,checkoutservice-0:0.15714229238305985,checkoutservice-2:0.1466787613351813,recommendationservice-0:0.1401185104485536,cartservice2-0:0.13136256903183538,currencyservice2-0:0.1276445004123942,shippingservice-1:0.1183397527936164,cartservice-2:0.11363383170379847,emailservice-0:0.10203621113536547,currencyservice-1:0.08340642568565759,emailservice-1:0.07750537917431345,adservice2-0:0.07666007132065256,currencyservice-2:0.06643577578479389,currencyservice-0:0.0655170292703783,paymentservice-2:0.06486442959288578,emailservice-2:0.06321715903134999,paymentservice-1:0.06147857362806891,node-6:0.05410876674364821,node-2:0.04836568911130076,paymentservice-0:0.044230726242431906,node-4:0.04022281402179833,node-5:0.0376324713578773,node-1:0.03006888136876787,node-3:0.029873815998520487
1652026980,pod,emailservice-0,Kubernetes Container Write I/O Load,productcatalogservice2-0:0.476832102534331,cartservice-0:0.4612018348093784,emailservice-0:0.4590223978113269,currencyservice2-0:0.44752002564690035,adservice2-0:0.4363249467241405,frontend2-0:0.4257460168516546,adservice-2:0.39515034892632955,cartservice-2:0.3889106836130872,adservice-1:0.3842312491216614,cartservice2-0:0.3705413637603988,checkoutservice2-0:0.3430824929033469,checkoutservice-0:0.3396327166472577,cartservice-1:0.3388620707767186,paymentservice-2:0.3361094510129362,recommendationservice2-0:0.33080290405490953,checkoutservice-2:0.33008663523382337,paymentservice-1:0.3210074090041243,adservice-0:0.3178015579435879,paymentservice-0:0.30599523155480635,productcatalogservice-1:0.3025039963985807,frontend-2:0.30140933370218714,paymentservice2-0:0.3007839896348435,currencyservice-0:0.29145308691465116,checkoutservice-1:0.2909610541087039,recommendationservice-0:0.2877540165172791,currencyservice-2:0.28739476394418106,currencyservice-1:0.282006376075492,emailservice-2:0.2671107065723447,emailservice2-0:0.26580251481229666,productcatalogservice-2:0.25578370158917146,recommendationservice-1:0.2541476732667375,frontend-1:0.24204641070868993,shippingservice-2:0.2303876669531518,productcatalogservice-0:0.22980147262320288,recommendationservice-2:0.22580508161673754,shippingservice-1:0.1831088892783076,frontend-0:0.1828480274488139,emailservice-1:0.1630520264100154,shippingservice2-0:0.15888390047686268,node-6:0.15790905287571477,shippingservice-0:0.1537485030580208,node-5:0.11655334790890373,node-4:0.06607164638539655,node-3:0.0582755960524861,node-2:0.04327963623514839,node-1:0.04089250115701269
1652027890,pod,emailservice-1,Kubernetes Container Read I/O Load,emailservice-1:0.5660545348055974,node-6:0.43540398681430154,cartservice-1:0.3846688725107965,cartservice-0:0.38402113904219765,productcatalogservice2-0:0.3833957422548513,checkoutservice-0:0.3612631232877597,currencyservice-0:0.36021875135783604,checkoutservice2-0:0.3540183958520871,frontend2-0:0.3502700973314596,currencyservice-2:0.3499219960099349,frontend-0:0.34971661042060836,adservice2-0:0.3459563007316506,checkoutservice-2:0.3261826832779064,currencyservice-1:0.32241249889698914,frontend-2:0.3196322287602387,recommendationservice-2:0.31522582329974375,cartservice2-0:0.313698973521438,adservice-1:0.31109480145979845,productcatalogservice-1:0.3060217319638038,recommendationservice-1:0.2994098175267315,currencyservice2-0:0.2945477060678346,adservice-0:0.2935501671904956,frontend-1:0.2914719573381414,paymentservice-1:0.2892600303056468,emailservice2-0:0.2785679916707693,paymentservice-0:0.27719506702444724,cartservice-2:0.27646236216151776,paymentservice-2:0.2735662158836677,productcatalogservice-2:0.27225109831430266,shippingservice-1:0.2721102246129978,recommendationservice2-0:0.27107153009272705,paymentservice2-0:0.2653008097430241,shippingservice-0:0.25748381634763845,productcatalogservice-0:0.2546429369273416,checkoutservice-1:0.24983297238605998,shippingservice2-0:0.24924267736990433,adservice-2:0.23597659017161207,emailservice-2:0.2335279471356183,recommendationservice-0:0.21979904880843615,shippingservice-2:0.21104225836602705,node-2:0.16303012381017815,node-1:0.11323884819382186,emailservice-0:0.10633221019297649,node-4:0.07713189135888027,node-5:0.05536497917640367,node-3:0.033139845811473896
1652028651,service,checkoutservice,Kubernetes Container CPU Load,checkoutservice-0:0.6323253575907287,checkoutservice2-0:0.622961694285162,checkoutservice-1:0.6205773394817936,checkoutservice-2:0.5944308146984031,cartservice-0:0.49650119537434084,emailservice-2:0.47475405860258185,currencyservice-1:0.46291664642665586,adservice-2:0.4627471636307258,adservice-0:0.43871960179640906,emailservice-1:0.4361409106470881,cartservice-1:0.4302413876060423,currencyservice-0:0.4236498121134398,paymentservice-1:0.4186319481381813,emailservice2-0:0.40788932219140744,adservice2-0:0.407457124476918,paymentservice2-0:0.3972059696669068,recommendationservice-2:0.39246921672488044,paymentservice-0:0.3813160939516173,paymentservice-2:0.3707265096458329,cartservice-2:0.3673274164442059,emailservice-0:0.36726010547534166,cartservice2-0:0.36621680969436277,frontend2-0:0.3639018158962993,shippingservice2-0:0.3399545596485636,frontend-2:0.3325893953141607,shippingservice-1:0.3310283773135643,productcatalogservice-2:0.32171408383595285,shippingservice-0:0.3170447013519569,recommendationservice-0:0.3056516264624965,shippingservice-2:0.30401752947695676,currencyservice2-0:0.30225585035013686,productcatalogservice2-0:0.3011434743886819,frontend-1:0.2948492113746523,adservice-1:0.2943483741020941,currencyservice-2:0.2573017665934924,productcatalogservice-0:0.2173150730641442,recommendationservice2-0:0.2115485870958879,productcatalogservice-1:0.20946900223843198,node-6:0.19809666043842797,recommendationservice-1:0.198048577886873,frontend-0:0.1941774380599652,node-5:0.167306783487815,node-3:0.03910705252173629,node-1:0.01940415937641371,node-2:0.018196613062657387,node-4:0.013097924275359768
1652029802,pod,frontend-2,Kubernetes Container Network Packet Loss,frontend2-0:0.33984546920642295,currencyservice-0:0.3358806202313487,cartservice-0:0.33249978208274095,cartservice-1:0.3263943160741958,adservice2-0:0.295656046796546,adservice-0:0.2897918461480808,recommendationservice-2:0.2891383968285999,productcatalogservice-0:0.2821404615068295,adservice-2:0.2758703585092382,adservice-1:0.2737862444967922,frontend-2:0.2687467048759263,emailservice-1:0.2673249027772482,recommendationservice-1:0.26584746271812865,currencyservice-2:0.26256080132426,cartservice-2:0.25791230923947833,recommendationservice2-0:0.25499971369211677,recommendationservice-0:0.2521694674920596,shippingservice-2:0.2520051566285697,paymentservice-0:0.2483666082489406,emailservice-2:0.24730519857166322,cartservice2-0:0.24609403716912237,checkoutservice-1:0.24190363581909688,frontend-1:0.24181958153587915,paymentservice-2:0.23877386116804888,frontend-0:0.23785990783558722,checkoutservice2-0:0.2315252845527668,currencyservice2-0:0.21743550594882133,checkoutservice-2:0.21736673297942635,emailservice2-0:0.21685259653803998,shippingservice-0:0.21482361427102856,productcatalogservice-2:0.21068847811912053,checkoutservice-0:0.2102950537515361,paymentservice2-0:0.20391951364270663,emailservice-0:0.19827895850743416,productcatalogservice-1:0.19760732636358203,currencyservice-1:0.18970735187469123,shippingservice-1:0.1896242082225085,paymentservice-1:0.18093554667765757,productcatalogservice2-0:0.17244003038725064,shippingservice2-0:0.16909186354455427,node-1:0.09721856839807626,node-2:0.05911298855639147,node-3:0.05262429690532814,node-6:0.02904355607082319,node-5:0.024720262612539092,node-4:0.021563996872597038
1652031460,service,shippingservice,Kubernetes Container Read I/O Load,shippingservice-0:0.6620771425670505,shippingservice-2:0.6480744955294363,shippingservice2-0:0.6127463215295487,shippingservice-1:0.582014907719495,currencyservice-0:0.4323130913750526,currencyservice-1:0.393794387818241,currencyservice-2:0.3792360976915948,frontend-2:0.37441297497147913,cartservice-2:0.3717342662451684,adservice-2:0.36571400773041063,paymentservice-1:0.3652297770114204,emailservice-0:0.34636176366837307,adservice-0:0.34561627632725916,productcatalogservice-2:0.34290881226274345,cartservice-1:0.3393163861286554,cartservice2-0:0.3350203552999093,productcatalogservice2-0:0.33299818046563817,frontend2-0:0.3294667099436998,frontend-0:0.3268951379530289,recommendationservice-2:0.31350376399031743,emailservice2-0:0.3093194319219079,paymentservice-0:0.30628167820218277,adservice2-0:0.3004195795455015,recommendationservice2-0:0.299632692675706,cartservice-0:0.2927621889322995,checkoutservice-1:0.2900536678132067,frontend-1:0.28840840466241235,currencyservice2-0:0.28452451629387426,paymentservice2-0:0.27054021546191104,productcatalogservice-1:0.268391318381636,recommendationservice-0:0.2567937649629642,checkoutservice2-0:0.25672198130425955,checkoutservice-2:0.2528686881579427,recommendationservice-1:0.25143010798300136,emailservice-1:0.24511754260777616,checkoutservice-0:0.24354513383302112,paymentservice-2:0.2374622933314855,adservice-1:0.22336357762179374,emailservice-2:0.2131051955123259,productcatalogservice-0:0.19305583182981148,node-5:0.08794921297401458,node-6:0.07823997852927644,node-4:0.048249531313719916,node-2:0.03163174634559875,node-3:0.0230976441576335,node-1:0.02105582227460136
